crop_type,initial_condition,avg_temp,humidity_avg,storage_hours,violation_duration,base_price,quality_score,final_price
Mango,Ripe,-1.4059,67.4272,22.165,52.8817,82.7378,60.2566,49.855
Grape,Ripe,27.4143,30.7688,86.5276,283.5749,50.4479,0,0
Grape,Ripe,29.5355,84.0557,161.2139,5.3379,59.579,18.076,10.7695
Banana,Raw,20.8108,77.5397,30.7391,247.2377,94.8606,81.1116,76.9429
Strawberry,Semi-Ripe,40.438,56.6707,187.6106,117.8548,60.2886,0,0
Apple,Ripe,30.8399,70.9199,51.8635,133.9566,44.9005,30.7458,13.805
Strawberry,Ripe,15.3922,49.3064,149.3401,293.5382,87.0791,0,0
Strawberry,Semi-Ripe,37.8974,27.687,27.439,126.5129,79.3514,0,0
Mango,Semi-Ripe,21.718,61.3172,220.6358,237.4082,91.7071,60.0821,55.0996
Grape,Raw,32.5603,18.8918,19.6204,240.8399,62.249,0,0
Banana,Raw,3.4183,98.282,1.6393,146.2181,70.4156,86.032,60.5799
Orange,Ripe,5.3759,96.6222,81.4834,153.2173,15.8492,85.8311,13.6036
Strawberry,Ripe,41.2999,67.1385,22.8285,109.7975,17.9458,0,0
Grape,Raw,35.284,26.5216,227.4664,107.9519,28.6258,2.8045,0.8028
Mango,Semi-Ripe,36.797,31.258,25.6278,281.7201,86.0053,27.6503,23.7808
Strawberry,Ripe,25.7535,59.0899,27.0972,1.3896,76.5167,0,0
Banana,Semi-Ripe,15.9519,42.1409,170.3253,36.9971,93.0009,65.0879,60.5323
Banana,Raw,-0.9776,53.3207,169.5234,63.1469,12.4589,68.0326,8.4761
Mango,Raw,15.9036,72.2567,12.7706,158.2253,11.9995,80.61,9.6728
Orange,Ripe,8.841,18.5005,152.5334,117.3473,19.1126,19.1556,3.6611
Orange,Raw,19.4956,20.3791,177.0938,189.0938,74.3391,20.1533,14.9818
Strawberry,Raw,13.965,66.6498,116.5441,6.8069,23.2332,56.0895,13.0314
Orange,Raw,2.7261,56.5922,189.8221,37.7055,11.5946,65.213,7.5612
Apple,Ripe,33.6314,80.0254,10.5164,235.4471,61.8541,31.2838,19.3503
Apple,Ripe,0.7434,80.5342,15.7864,159.3853,84.2268,81.2788,68.4585
Banana,Ripe,-1.3806,72.7559,199.7634,141.6418,72.6708,59.5822,43.2989
Mango,Ripe,18.7913,53.5385,155.0488,72.3014,34.8289,56.8406,19.797
Banana,Ripe,1.7042,70.1045,150.4015,88.2348,48.1678,65.2994,31.4533
Strawberry,Ripe,2.8865,13.6232,159.1277,14.9873,69.1729,0,0
Strawberry,Ripe,-4.7074,96.9026,71.8893,223.4364,85.5798,61.3255,52.4822
Strawberry,Raw,29.7285,37.7466,47.0557,25.361,32.6391,3.9374,1.2851
Apple,Ripe,7.8354,73.8309,236.0314,180.7502,85.3197,67.1855,57.3225
Strawberry,Semi-Ripe,24.8015,76.5153,44.0518,275.1338,93.8454,36.3238,34.0882
Orange,Ripe,21.2332,96.021,180.0651,98.9211,27.7463,53.1334,14.7426
Orange,Ripe,31.0634,38.2503,99.6578,154.7376,35.4022,0,0
Mango,Raw,7.6697,10.9652,199.3853,279.4784,68.9555,32.1585,22.175
Mango,Semi-Ripe,34.5403,83.2882,138.3087,235.0097,80.2351,65.4756,52.5344
Grape,Raw,40.2692,52.0332,95.9039,164.412,33.5792,24.4441,8.2081
Grape,Raw,-1.177,16.7712,133.1506,51.174,32.2299,22.5869,7.2797
Orange,Ripe,16.0684,23.0361,57.8171,217.8805,86.3904,9.2455,7.9873
Grape,Ripe,1.0902,88.499,12.6699,134.6411,53.7468,91.3817,49.1147
Apple,Semi-Ripe,0.9559,77.5631,37.8945,134.9305,85.2297,82.2006,70.0593
Grape,Ripe,4.8105,70.8765,164.6924,40.8751,51.3612,61.5424,31.6089
Mango,Ripe,24.2763,40.0348,36.8468,182.4258,45.6419,38.6028,17.6191
Orange,Ripe,42.8868,90.6238,141.9209,101.2456,25.416,16.3897,4.1656
Mango,Semi-Ripe,40.5769,62.501,90.0719,208.4077,69.1532,47.1579,32.6112
Apple,Ripe,13.7592,56.9795,97.1873,201.7074,72.8694,46.8559,34.1436
Grape,Ripe,43.9654,20.7391,51.9759,284.5093,19.6589,0,0
Strawberry,Raw,16.9128,62.0835,86.2369,68.0138,99.1049,45.972,45.5605
Banana,Semi-Ripe,20.404,93.9907,17.1821,75.8984,27.049,89.1305,24.1089
Strawberry,Raw,7.181,69.9482,131.2155,49.2637,50.9288,65.3816,33.2981
Grape,Semi-Ripe,-0.1207,24.0625,82.125,188.2396,55.0554,26.1231,14.3822
Orange,Ripe,33.0896,46.6142,220.0505,130.0942,37.9367,0,0
Apple,Raw,39.8553,74.0162,213.7282,143.1251,94.3632,59.2688,55.9279
Apple,Raw,18.6851,51.7544,51.3253,115.5909,88.861,56.6115,50.3056
Orange,Ripe,14.1817,10.3462,157.5837,249.1928,19.0184,0,0
Grape,Ripe,10.148,28.2313,96.3512,37.4561,42.7668,9.353,4
Orange,Semi-Ripe,36.0011,79.5947,111.7355,212.0216,62.6985,47.7151,29.9167
Mango,Semi-Ripe,28.4694,83.3351,88.6209,198.1802,18.8729,72.9715,13.7719
Grape,Raw,29.309,75.8124,70.8716,136.9669,81.3426,57.9211,47.1145
Apple,Semi-Ripe,30.6631,28.0829,133.1274,225.4729,32.8379,14.3765,4.7209
Banana,Ripe,13.0699,45.8789,77.7335,172.2094,55.4896,66.2705,36.7732
Mango,Ripe,38.4144,63.6627,129.0142,9.5571,32.2505,34.7702,11.2136
Mango,Raw,24.9023,48.4678,42.7019,280.7017,95.9067,55.1549,52.8972
Orange,Ripe,17.5628,74.9927,85.0968,299.2532,64.6373,49.6462,32.0899
Grape,Semi-Ripe,-2.1193,36.191,91.0083,100.5289,76.2751,38.0538,29.0255
Grape,Semi-Ripe,32.5224,11.7823,79.4658,108.2155,27.4038,0,0
Mango,Semi-Ripe,42.8558,57.5691,138.5494,154.8566,87.9157,42.3885,37.2662
Banana,Raw,5.8137,49.777,140.0429,195.7885,18.4526,65.4228,12.0722
Strawberry,Ripe,10.3133,22.9909,80.1565,47.0141,15.5029,0,0
Apple,Ripe,6.5066,68.7668,151.2235,277.4354,98.3364,65.3393,64.2524
Orange,Semi-Ripe,-4.8025,83.9445,132.1167,32.6632,48.7665,79.8808,38.955
Orange,Raw,-0.6637,17.7985,26.9919,49.4556,70.8626,29.5001,20.9045
Banana,Raw,24.737,72.4834,227.5516,163.9568,79.7838,77.1172,61.527
Grape,Raw,17.0005,53.6281,37.3757,297.5386,79.881,40.9557,32.7158
Strawberry,Raw,18.0489,49.3708,233.8665,30.4436,22.934,27.1199,6.2197
Orange,Raw,26.2795,48.3893,190.7652,249.4809,85.9464,38.9231,33.453
Strawberry,Ripe,18.3761,20.1619,110.5707,143.5668,17.5385,0,0
Grape,Raw,4.4897,63.1268,188.9677,229.9784,31.5691,60.2689,19.0263
Grape,Ripe,15.0215,33.5687,199.4826,78.728,57.0099,0,0
Orange,Ripe,2.7022,97.8473,237.1143,218.2472,75.287,73.4939,55.3313
Grape,Raw,13.815,83.8697,162.3839,167.4174,88.0856,75.9605,66.9103
Banana,Ripe,14.4181,97.8291,136.685,248.8485,18.1492,82.2958,14.936
Banana,Raw,0.4448,46.9557,222.5096,108.0084,89.095,63.1266,56.2427
Orange,Semi-Ripe,20.1213,37.5863,72.8212,117.9918,12.9179,31.0525,4.0113
Orange,Ripe,17.405,29.177,140.0124,291.6537,17.5561,7.0193,1.2323
Apple,Ripe,37.9716,70.1515,75.1769,104.0645,82.9647,17.4448,14.473
Grape,Ripe,8.2844,44.4462,87.0983,161.2206,94.0847,26.6007,25.0272
Banana,Semi-Ripe,21.9934,50.2533,30.9166,193.1661,76.0749,62.6676,47.6743
Orange,Semi-Ripe,8.2526,65.438,64.9474,270.3702,42.1434,64.7763,27.299
Banana,Raw,33.8594,40.3065,149.2595,120.9386,51.3884,55.3492,28.4431
Grape,Raw,0.26,99.9254,169.1587,57.7143,39.5561,85.9412,33.995
Banana,Ripe,0.9407,85.9016,154.1025,235.8859,25.4161,69.154,17.5762
Banana,Semi-Ripe,13.3116,12.6747,155.7122,74.9827,74.4545,48.6146,36.1958
Mango,Semi-Ripe,11.2176,75.9081,170.0649,87.1531,39.9867,83.7557,33.4912
Mango,Raw,21.8866,39.5216,47.1758,156.6534,15.9493,54.2022,8.6449
Grape,Semi-Ripe,8.8467,63.0063,192.3131,262.1377,91.145,48.6413,44.3341
Apple,Raw,38.8148,78.7419,96.7909,152.1572,85.9421,64.572,55.4945
Strawberry,Ripe,4.6955,48.219,135.7653,295.3345,25.8258,22.1105,5.7102
Strawberry,Ripe,17.1304,78.7701,142.6375,6.7886,48.8623,34.319,16.769
Mango,Semi-Ripe,-4.609,84.4696,47.2784,85.2199,55.6127,77.773,43.2516
Orange,Semi-Ripe,33.5927,88.1258,99.2241,206.2787,21.6273,58.49,12.6498
Strawberry,Raw,18.9966,80.7937,76.83,62.1381,71.7251,68.6216,49.2189
Grape,Raw,18.451,56.1578,30.3287,275.4554,10.8744,43.108,4.6877
Orange,Semi-Ripe,31.4306,62.7519,3.4069,191.5914,34.6046,40.5804,14.0427
Grape,Semi-Ripe,23.6416,43.7263,25.5969,206.4218,86.2705,16.1341,13.9189
Banana,Semi-Ripe,20.5258,46.1446,23.953,43.5362,29.3686,65.9767,19.3765
Banana,Ripe,8.506,65.9662,139.4918,286.4893,52.6262,66.9427,35.2294
Strawberry,Ripe,9.3929,89.4215,104.0937,271.4545,13.4348,64.4831,8.6632
Strawberry,Ripe,21.1506,55.3505,145.6723,129.4397,23.97,0,0
Orange,Raw,44.8325,26.5511,128.47,39.7089,12.9562,14.0021,1.8141
Strawberry,Ripe,11.1744,17.635,100.3979,3.5132,87.7249,0,0
Orange,Semi-Ripe,21.941,64.234,52.1066,163.1739,27.4158,52.1339,14.2929
Banana,Semi-Ripe,5.2848,63.853,229.1841,92.9436,55.6294,71.6844,39.8776
Mango,Semi-Ripe,44.1558,21.9082,6.4956,124.4825,87.2387,19.5441,17.05
Banana,Ripe,30.7859,32.5647,53.8024,279.1175,26.1082,30.1763,7.8785
Apple,Ripe,11.5616,16.1872,176.8113,108.0152,92.1893,18.4405,17.0001
Orange,Semi-Ripe,-0.5981,83.5276,10.2159,122.2927,84.1856,84.1234,70.8198
Apple,Semi-Ripe,43.8184,74.7895,113.5743,271.769,84.4262,37.5886,31.7347
Banana,Semi-Ripe,25.2235,62.2407,22.8189,132.4613,60.9492,69.2267,42.1931
Mango,Semi-Ripe,13.131,35.8191,210.7238,104.8251,59.4705,54.1177,32.1841
Apple,Ripe,-1.26,45.8583,168.0825,101.2263,12.1293,46.8032,5.6769
Orange,Raw,28.0612,90.8481,191.6188,214.2384,97.3075,75.4813,73.4489
Apple,Raw,21.6624,66.2649,127.4788,117.0616,98.9511,65.6278,64.9394
Orange,Semi-Ripe,-4.1072,71.6828,76.5236,99.3168,88.485,68.8335,60.9073
Mango,Ripe,44.241,16.0341,57.8926,75.6402,48.4759,0,0
Mango,Raw,12.8664,97.1659,27.5132,213.638,80.7998,98.7035,79.7522
Mango,Ripe,-2.7769,35.5281,75.5432,95.4659,21.0286,32.8914,6.9166
Orange,Ripe,24.0955,79.3829,224.9002,27.7863,72.5723,43.8854,31.8487
Mango,Ripe,4.9822,96.132,111.2132,146.7242,33.5396,76.7341,25.7363
Grape,Raw,22.5575,53.2592,194.6666,271.3247,68.02,34.994,23.8029
Banana,Raw,1.1114,37.9247,79.8663,78.1792,31.1998,60.064,18.7399
Apple,Raw,27.9764,52.4329,27.7383,266.1976,30.9273,47.2971,14.6277
Orange,Ripe,40.3478,17.8763,16.7023,120.9768,39.8054,0,0
Apple,Raw,27.6273,82.8755,122.0061,157.632,77.1545,74.175,57.2294
Grape,Raw,28.9938,19.5704,181.978,178.2813,41.5583,0,0
Apple,Semi-Ripe,29.8888,15.4047,227.1092,53.4474,83.7608,8.2893,6.9432
Grape,Semi-Ripe,4.9412,57.1334,171.3699,158.8873,17.807,51.4877,9.1684
Banana,Semi-Ripe,15.5506,44.5027,127.069,81.9068,56.8821,66.1708,37.6393
Grape,Semi-Ripe,25.3206,64.1575,39.1903,170.3947,37.8864,35.1099,13.3019
Banana,Semi-Ripe,30.6171,77.0653,52.8432,298.6471,65.2267,68.3406,44.5763
Mango,Ripe,26.5327,43.7194,99.4727,63.6737,44.2038,39.2856,17.3657
Strawberry,Ripe,43.3654,64.2567,126.4783,135.2744,95.43,0,0
Mango,Raw,43.2871,53.1999,85.1297,262.6695,59.6791,48.6986,29.0629
Strawberry,Semi-Ripe,34.4837,89.002,216.5187,156.0787,72.4978,35.1177,25.4596
Orange,Raw,40.3255,99.0516,150.5426,67.7366,45.936,64.8506,29.7898
Strawberry,Semi-Ripe,13.0859,41.2624,217.8255,161.3822,96.2383,7.0918,6.825
Grape,Semi-Ripe,40.9077,34.2579,43.546,188.648,46.1716,0,0
Grape,Raw,15.885,74.5069,175.5942,151.8502,62.7934,65.2783,40.9905
Banana,Raw,5.0534,93.2055,196.1455,24.0174,21.53,91.9727,19.8017
Mango,Semi-Ripe,21.679,91.5172,37.7501,57.8523,66.5908,87.8118,58.4746
Grape,Ripe,14.7939,54.9043,29.9607,167.5089,47.1046,24.015,11.3122
Strawberry,Raw,18.3889,52.7964,154.3974,189.863,92.0786,27.7358,25.5387
Orange,Raw,28.3839,71.6033,223.2665,231.4911,23.154,58.609,13.5703
Apple,Ripe,24.072,46.3136,41.6928,12.6275,27.8463,27.2084,7.5765
Mango,Ripe,35.4112,43.8363,65.5723,254.4674,45.2182,20.2367,9.1507
Mango,Ripe,2.2164,74.5065,205.6446,281.8347,89.8781,58.9275,52.9629
Apple,Raw,-2.1753,74.3279,140.491,139.5273,47.661,78.1664,37.2549
Orange,Ripe,-0.7472,37.297,140.7252,48.0647,45.8151,34.7924,15.9402
Grape,Semi-Ripe,-1.5716,90.6697,112.5013,251.1954,63.2687,86.8263,54.9339
Strawberry,Ripe,6.7773,43.7209,93.705,122.6906,13.9731,17.6002,2.4593
Grape,Ripe,43.5447,25.9981,94.1143,168.2873,11.7286,0,0
Mango,Raw,21.6887,78.4559,65.9513,198.6906,60.1169,80.1329,48.1734
Mango,Ripe,38.7277,88.7617,1.4301,138.4044,76.3678,51.641,39.4371
Mango,Raw,20.6155,28.2336,8.31,37.3432,68.7365,50.9161,34.998
Orange,Semi-Ripe,41.6396,42.7402,219.3255,29.4616,37.3419,11.4536,4.277
Apple,Raw,4.8268,26.1413,158.4796,189.4337,85.6681,41.1491,35.2517
Apple,Raw,4.5774,86.1092,152.5532,85.7726,88.9542,92.4422,82.2311
Orange,Semi-Ripe,4.3571,56.807,68.8249,243.5007,95.0535,60.6,57.6024
Strawberry,Raw,24.0511,94.3816,68.6383,65.3176,75.1351,70.0771,52.6525
Mango,Semi-Ripe,14.7893,22.3437,205.8095,198.4494,28.6014,40.4721,11.5756
Mango,Raw,-4.9794,41.2703,6.952,186.8616,79.0233,51.0519,40.3429
Mango,Ripe,35.1881,88.3629,89.7408,132.3838,45.3268,54.7332,24.8088
Mango,Ripe,40.8361,11.6907,212.1953,197.4834,99.9937,0,0
Grape,Semi-Ripe,14.3604,59.3326,226.7563,39.5735,20.727,43.5812,9.0331
Grape,Raw,28.8599,14.8892,225.6547,103.3839,98.8064,0,0
Banana,Semi-Ripe,34.7882,17.3133,27.6816,89.2735,42.7263,35.8363,15.3115
Strawberry,Semi-Ripe,36.4369,64.4263,177.7354,75.8463,90.3698,3.6923,3.3367
Apple,Ripe,6.0329,12.2261,29.1035,131.5111,19.6951,29.2451,5.7598
Banana,Raw,7.6415,21.2223,76.9181,102.8305,60.5914,52.461,31.7869
Mango,Ripe,9.2207,82.6269,127.758,39.0216,10.2707,85.4862,8.7801
Banana,Raw,-2.4493,64.3968,66.094,140.9701,43.8234,72.4646,31.7565
Orange,Ripe,25.3061,39.5244,138.097,28.3733,70.0891,8.6536,6.0652
Mango,Ripe,7.6791,10.1519,1.5056,168.504,10.4009,32.008,3.3291
Strawberry,Ripe,12.0721,98.4227,215.018,297.8543,44.1669,40.0982,17.7101
Banana,Semi-Ripe,30.0751,19.5166,190.7499,42.15,46.1199,39.7333,18.325
Mango,Semi-Ripe,17.9467,71.9066,118.3008,165.2163,45.3987,74.8967,34.0021
Strawberry,Ripe,18.6079,55.6586,57.6644,299.1126,74.9477,0,0
Strawberry,Semi-Ripe,9.3475,99.107,229.9127,188.2333,32.5726,63.4007,20.6513
Grape,Raw,2.3894,39.0791,24.7991,95.0998,99.9793,55.1991,55.1877
Orange,Ripe,2.8826,86.2467,8.1687,126.8422,96.9523,88.3369,85.6446
Orange,Ripe,2.4456,51.2274,14.0796,111.2398,10.9817,56.2142,6.1733
Strawberry,Raw,14.5172,70.5455,159.633,176.6968,96.4672,54.8376,52.9003
Apple,Semi-Ripe,19.8609,44.3585,228.5329,262.9626,45.8393,35.1663,16.12
Grape,Semi-Ripe,-1.5803,98.3159,33.085,130.8983,51.6249,84.8425,43.7999
Orange,Raw,20.2313,36.7211,123.8522,129.8487,58.2507,36.7384,21.4004
Mango,Semi-Ripe,41.4306,95.2379,109.7542,11.8779,35.9873,67.5141,24.2965
Apple,Raw,20.035,22.2418,204.7551,129.8452,57.705,30.2296,17.444
Banana,Raw,22.9704,36.1347,18.167,173.2244,51.9719,57.5529,29.9114
Orange,Semi-Ripe,18.6841,80.4456,122.134,69.8092,50.3751,71.5672,36.0521
Orange,Ripe,37.1995,46.3047,220.4592,83.4135,12.8983,0,0
Orange,Ripe,38.2175,72.7045,125.824,269.4589,76.2357,6.1506,4.6889
Apple,Semi-Ripe,35.3698,61.685,216.0671,42.7259,84.0008,40.3751,33.9154
Mango,Ripe,-0.1275,12.0674,8.2839,206.9472,58.8927,19.3537,11.3979
Banana,Semi-Ripe,20.3712,80.4557,9.8399,25.5103,19.2386,87.4537,16.8249
Grape,Raw,33.2402,71.1384,73.6293,74.9443,46.8449,52.0055,24.3619
Strawberry,Semi-Ripe,30.2694,49.86,41.6269,141.5068,82.0341,0,0
Strawberry,Semi-Ripe,5.7506,28.4093,153.0556,204.5461,51.2181,2.897,1.4838
Orange,Ripe,40.0563,11.3264,20.157,241.0781,69.8406,0,0
Strawberry,Raw,39.0175,50.6088,116.8851,275.4408,10.4802,3.1213,0.3271
Grape,Ripe,23.9092,33.4174,148.4031,206.6765,90.0456,0,0
Orange,Raw,-4.4545,55.8939,69.6368,89.8098,65.4915,59.6042,39.0357
Strawberry,Ripe,3.822,11.6921,24.6957,107.1534,22.2437,0,0
Strawberry,Semi-Ripe,29.0072,26.4552,166.0809,199.5795,51.5556,0,0
Grape,Semi-Ripe,6.9332,73.3081,144.7745,215.8591,30.5414,64.055,19.5633
Orange,Ripe,18.6612,37.6116,177.2074,265.3059,36.3223,11.6045,4.215
Mango,Semi-Ripe,22.8377,59.5335,189.0067,189.89,18.437,59.8207,11.0291
Banana,Ripe,15.0064,91.0051,40.0787,287.3989,69.6056,86.8597,60.4592
Banana,Semi-Ripe,26.9279,19.5981,25.1069,211.844,94.5922,39.8595,37.704
Apple,Raw,-1.2475,76.3848,43.0671,154.2033,33.3753,80.9025,27.0014
Orange,Semi-Ripe,42.0602,65.5816,95.0778,100.9552,25.0129,32.1369,8.0384
Mango,Semi-Ripe,6.3997,43.1907,113.837,126.6898,65.9928,56.3435,37.1826
Strawberry,Ripe,4.1546,19.8665,27.7587,29.0632,90.7819,0.3282,0.2979
Grape,Ripe,39.4062,86.5139,130.9733,201.8952,20.7184,0,0
Apple,Semi-Ripe,-0.0165,77.8289,225.8138,129.26,54.3642,77.8526,42.324
Apple,Semi-Ripe,2.7408,58.8008,215.3228,202.9398,21.3219,63.3868,13.5152
Apple,Semi-Ripe,11.6793,90.3279,174.9533,21.2422,10.3817,87.9221,9.1278
Orange,Ripe,21.6436,31.4869,27.7954,150.0196,39.1706,8.9048,3.4881
Grape,Raw,10.3835,54.2723,106.9833,164.4341,63.7218,49.8494,31.7649
Apple,Ripe,7.3853,81.4356,177.2102,120.5802,38.7634,77.7667,30.145
Banana,Semi-Ripe,43.3442,29.0125,68.7285,97.0278,37.2954,35.1216,13.0988
Grape,Raw,6.9076,50.0104,116.7087,26.664,18.56,52.3054,9.7079
Grape,Ripe,25.3583,40.9627,208.1311,257.2836,31.8136,0,0
Banana,Raw,44.1573,91.6274,82.1342,149.1731,77.169,78.9358,60.9139
Grape,Semi-Ripe,44.0958,57.315,236.2284,191.6923,83.3099,0,0
Orange,Raw,31.9898,46.0949,105.992,196.3292,82.7567,35.6164,29.4749
Orange,Ripe,12.7245,16.3365,1.3629,199.4135,86.6238,12.378,10.7223
Orange,Semi-Ripe,41.8323,94.9249,119.8223,36.7726,56.9889,51.3127,29.2426
Orange,Ripe,-2.1862,27.6554,48.6542,197.7669,94.7078,22.0155,20.8504
Strawberry,Ripe,15.7659,72.857,210.7657,67.8606,23.6207,25.2414,5.9622
Apple,Raw,5.337,41.7663,182.9991,290.9291,19.2614,50.053,9.6409
Apple,Raw,17.2947,92.4362,29.3508,196.8064,89.2653,83.8765,74.8726
Strawberry,Raw,29.9092,17.5712,135.1631,293.5784,52.8002,0,0
Orange,Ripe,32.0258,86.5437,3.1184,39.2297,61.3701,42.0916,25.8316
Apple,Ripe,31.579,70.1244,172.8713,265.4964,61.1768,20.9606,12.823
Apple,Semi-Ripe,27.1283,43.7595,125.9842,98.1243,57.5089,34.4159,19.7922
Orange,Ripe,4.8188,62.2422,31.7734,27.3198,33.1898,72.7212,24.136
Orange,Ripe,28.4025,88.1318,72.266,180.863,44.3115,44.0121,19.5024
Strawberry,Raw,44.5262,57.7611,129.6349,228.8348,16.5592,8.3251,1.3786
Grape,Raw,21.5312,96.1377,13.6177,48.0013,92.2983,75.4509,69.6399
Grape,Raw,10.5888,30.7213,235.7198,87.5488,42.4576,26.7713,11.3664
Mango,Ripe,11.9519,39.9039,203.3818,1.2379,37.6626,58.9603,22.206
Orange,Ripe,23.2656,99.4356,173.4505,251.2236,90.8824,41.6999,37.8979
Strawberry,Raw,32.0835,63.4168,206.1572,294.0452,80.8646,24.4417,19.7647
Mango,Raw,-2.8587,15.4565,145.6467,253.4603,97.5715,30.8812,30.1312
Apple,Semi-Ripe,43.0665,15.5242,161.4562,242.894,85.5663,0,0
Strawberry,Ripe,12.8941,45.8373,219.634,185.1303,44.9777,0,0
Mango,Raw,1.3466,12.6503,135.6202,30.968,14.1075,37.9527,5.3542
Orange,Raw,9.2927,95.7643,180.5273,58.8705,64.3092,88.2271,56.7382
Strawberry,Ripe,40.0142,69.7016,59.1335,21.548,85.4148,0,0
Strawberry,Semi-Ripe,34.9398,31.1306,74.3355,228.9738,67.524,0,0
Mango,Semi-Ripe,7.9214,13.1017,233.0462,282.5409,10.0228,29.8294,2.9897
Orange,Semi-Ripe,6.0041,11.9486,169.8745,43.2496,68.8562,23.6145,16.26
Strawberry,Raw,9.3025,31.6571,31.2627,230.239,80.357,9.7364,7.8239
Apple,Raw,18.3838,43.867,165.3291,233.7244,74.4694,45.7983,34.1057
Strawberry,Ripe,-3.7018,75.2914,209.3342,175.6817,52.7911,48.4692,25.5875
Mango,Ripe,29.6004,82.0007,103.4701,288.7815,34.0704,54.2445,18.4813
Orange,Raw,-4.9113,18.3288,104.7806,75.1409,88.1572,25.5476,22.5221
Strawberry,Semi-Ripe,22.0758,39.3202,91.3385,170.4493,63.5925,0,0
Strawberry,Raw,5.311,40.0657,131.7985,226.672,60.7777,22.9979,13.9776
Banana,Ripe,-2.1783,84.7449,171.6153,125.8581,26.4106,66.8211,17.6478
Mango,Ripe,39.7662,88.7283,213.0804,6.2796,58.0659,47.8034,27.7575
Orange,Raw,18.1397,59.9385,72.8542,99.0763,26.8982,60.4987,16.2731
Apple,Semi-Ripe,23.2546,20.1195,34.4432,140.3053,23.3211,19.943,4.6509
Strawberry,Raw,36.0502,74.4862,187.8497,127.1692,88.8161,40.3231,35.8134
Apple,Raw,19.6947,81.8647,84.5452,127.8088,68.3864,79.3952,54.2955
Apple,Raw,7.183,64.2061,175.0141,64.0269,75.1789,73.7841,55.4701
Strawberry,Semi-Ripe,29.6911,65.9549,208.8185,77.5738,29.0521,15.4262,4.4816
Grape,Raw,38.6157,21.9222,213.7103,99.866,94.0495,0,0
Grape,Raw,5.6054,51.7779,155.9886,133.0033,25.8278,51.3878,13.2723
Banana,Ripe,6.9833,14.9229,57.759,284.9375,25.2308,36.263,9.1494
Orange,Semi-Ripe,17.004,35.84,156.3697,270.9459,61.8986,26.4831,16.3927
Orange,Raw,13.132,57.3539,85.8976,23.1591,62.7356,63.6118,39.9072
Grape,Ripe,34.3161,85.2625,112.5832,182.7174,76.1673,4.7979,3.6544
Grape,Raw,33.0357,79.0493,189.8061,39.7611,85.4742,59.6211,50.9607
Strawberry,Semi-Ripe,31.0809,90.3893,135.4921,63.4926,28.1623,46.724,13.1585
Orange,Raw,33.9074,20.6085,233.4777,155.4838,18.5134,11.236,2.0802
Strawberry,Ripe,11.551,80.0067,25.55,115.3425,21.5366,54.7333,11.7877
Strawberry,Semi-Ripe,7.3734,10.0008,16.3866,132.2171,73.8335,0,0
Grape,Raw,21.4817,78.4545,90.6558,198.2253,71.1432,64.5735,45.9396
Grape,Ripe,9.8205,93.6291,206.7044,276.9277,42.8609,56.4842,24.2096
Apple,Semi-Ripe,11.8007,61.4715,238.1952,161.9536,31.0363,59.754,18.5454
Mango,Semi-Ripe,25.0733,25.736,183.8104,2.6404,39.1655,39.8615,15.612
Banana,Ripe,29.2686,24.2223,76.4783,137.4059,44.6984,31.0266,13.8684
Banana,Semi-Ripe,4.8896,64.1078,15.9378,227.3381,58.7973,70.9012,41.688
Strawberry,Ripe,-3.2628,47.8689,157.1533,48.4101,21.3823,20.5741,4.3992
Mango,Raw,15.7136,18.872,237.242,285.6515,96.205,37.5003,36.0772
Grape,Ripe,0.8398,97.0712,132.3275,209.9029,93.3531,79.1617,73.8999
Grape,Semi-Ripe,14.6987,83.0752,103.9244,97.1481,31.6668,68.3503,21.6443
Grape,Ripe,4.4536,57.3999,234.3066,249.4629,79.5103,39.7474,31.6033
Banana,Ripe,25.0009,21.2134,221.1328,77.639,53.5733,33.4566,17.9238
Banana,Semi-Ripe,39.6666,92.2051,192.4615,177.7375,90.4685,68.9321,62.3618
Grape,Semi-Ripe,30.1422,13.4061,205.3155,49.4184,26.5623,0,0
Mango,Ripe,-1.0223,26.3968,167.9804,103.1108,80.011,26.4504,21.1632
Mango,Raw,42.4394,99.228,236.8146,272.0131,49.3103,66.8114,32.9449
Banana,Semi-Ripe,22.8146,41.0412,205.5145,131.7966,54.8436,55.5309,30.4552
Mango,Semi-Ripe,43.5376,58.5017,159.1075,32.9857,86.6383,45.7139,39.6057
Grape,Semi-Ripe,-3.5932,26.8303,208.0526,6.4758,39.3966,26.5555,10.462
Orange,Semi-Ripe,6.5826,22.5598,4.9989,241.42,30.5101,30.2104,9.2172
Orange,Ripe,7.3831,59.2696,57.3204,288.8256,44.4777,56.9417,25.3263
Orange,Ripe,43.0812,72.4447,36.7485,114.4536,48.4036,4.0723,1.9711
Apple,Raw,19.9575,97.3452,205.3244,33.2378,59.2944,81.4989,48.3243
Strawberry,Ripe,38.5358,49.5549,47.7178,263.1095,99.032,0,0
Banana,Raw,17.7034,51.2578,137.3632,8.7391,85.7032,73.136,62.6799
Apple,Semi-Ripe,0.4733,73.7072,84.6619,111.1479,96.6067,78.4115,75.7508
Banana,Raw,41.626,13.5493,66.3036,193.8635,97.5408,34.0428,33.2056
Strawberry,Semi-Ripe,28.8097,22.9121,66.0973,90.4457,68.0477,0,0
Banana,Ripe,37.7211,90.8588,130.2788,121.267,35.5598,56.9132,20.2382
